Case ID,Activity,Timestamp,Case Type,Branch,Ramo,Brocker,Client,Creator,Value,Insurance,State
9325,Enviar respuesta al area comercial,2025-01-16 01:03:35.729582+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Enviar respuesta al area comercial
9325,Aceptar (ganado) por parte del Brocker,2025-01-16 13:31:15.278852+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Aceptar (ganado) por parte del Brocker
9325,Visado,2025-01-16 21:28:13.250802+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Visado
9325,Revisión en emisión,2025-01-16 21:31:50.174152+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Revisión en emisión
9325,Control de calidad documental,2025-01-17 09:54:43.544502+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Control de calidad documental
9325,Devolucion a emision de control de calidad,2025-01-17 15:37:30.682889+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Devolucion a emision de control de calidad
9325,Iniciar facturación,2025-01-17 16:49:24.238839+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Iniciar facturación
9325,Generar Factura,2025-01-18 03:01:58.161775+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Generar Factura
9325,Contabilizar Factura,2025-01-19 04:31:00.387106+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Contabilizar Factura
9325,Generar poliza,2025-01-19 06:12:59.479229+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Generar poliza
9325,Enviar factura electronica,2025-01-19 10:02:00.259382+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Enviar factura electronica
9325,Respuesta SRI,2025-01-19 12:24:30.808588+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Respuesta SRI
9325,Enviar poliza electronica,2025-01-20 02:19:48.250576+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Enviar poliza electronica
9325,Firma poliza electronica por parte del cliente,2025-01-20 04:34:53.369279+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Firma poliza electronica por parte del cliente
9325,Finalizar envio poliza y factura al cliente,2025-01-20 10:04:51.568850+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Finalizar envio poliza y factura al cliente
9325,Finalizar proceso de emision,2025-01-22 01:02:47.821032+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Finalizar proceso de emision
9325,Recepcion pago,2025-01-23 16:17:47.850327+00:00,Policy onboarding,Branch 6,Fire Insurance,James,Daisy,Elizabeth,4900,006341,Recepcion pago
709,Registro de compromiso,2025-01-04 22:19:59.642663+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Registro de compromiso
709,Enviar a Revisión suscripción,2025-01-05 06:54:58.150045+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Enviar a Revisión suscripción
709,Validar info enviada,2025-01-05 12:53:43.596543+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Validar info enviada
709,Revisión en suscripción,2025-01-05 17:27:35.313766+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Revisión en suscripción
709,Enviar a suscripcion local,2025-01-06 00:53:27.660987+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Enviar a suscripcion local
709,Aprobar solicitud en suscripcion local,2025-01-06 19:39:31.017455+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Aprobar solicitud en suscripcion local
709,Enviar respuesta al area comercial,2025-01-07 03:02:22.446965+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Enviar respuesta al area comercial
709,Aceptar (ganado) por parte del Brocker,2025-01-07 14:10:31.619805+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Aceptar (ganado) por parte del Brocker
709,Visado,2025-01-08 10:50:57.934154+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Visado
709,Revisión en emisión,2025-01-09 11:09:56.360121+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Revisión en emisión
709,Control de calidad documental,2025-01-09 22:20:34.080078+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Control de calidad documental
709,Devolucion a emision de control de calidad,2025-01-10 00:35:37.053835+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Devolucion a emision de control de calidad
709,Iniciar facturación,2025-01-10 05:59:13.214146+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Iniciar facturación
709,Generar Factura,2025-01-12 03:08:47.845483+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Generar Factura
709,Contabilizar Factura,2025-01-12 08:20:54.818238+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Contabilizar Factura
709,Generar poliza,2025-01-13 00:35:52.141056+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Generar poliza
709,Enviar factura electronica,2025-01-13 08:08:33.498158+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Enviar factura electronica
709,Respuesta SRI,2025-01-13 11:06:25.613876+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Respuesta SRI
709,Enviar poliza electronica,2025-01-13 19:34:15.087138+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Enviar poliza electronica
709,Firma poliza electronica por parte del cliente,2025-01-13 20:04:19.720732+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Firma poliza electronica por parte del cliente
709,Finalizar envio poliza y factura al cliente,2025-01-14 09:59:31.521436+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Finalizar envio poliza y factura al cliente
709,Finalizar proceso de emision,2025-01-14 10:32:31.627752+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Finalizar proceso de emision
709,Recepcion pago,2025-01-14 11:33:56.760289+00:00,Renewal,Branch 10,Liability Insurance,Jill,Clayton,Susan,6600,085958,Recepcion pago
588,Registro de compromiso,2025-02-02 21:47:57.758157+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Registro de compromiso
588,Enviar a Revisión suscripción,2025-02-02 22:08:25.490438+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Enviar a Revisión suscripción
588,Validar info enviada,2025-02-03 03:16:19.142491+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Validar info enviada
588,Revisión en suscripción,2025-02-03 03:21:10.016927+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Revisión en suscripción
588,Enviar a suscripcion local,2025-02-03 04:06:35.693820+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Enviar a suscripcion local
588,Aprobar solicitud en suscripcion local,2025-02-03 04:55:29.395459+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Aprobar solicitud en suscripcion local
588,Enviar respuesta al area comercial,2025-02-03 13:40:18.376886+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Enviar respuesta al area comercial
588,Aceptar (ganado) por parte del Brocker,2025-02-04 02:53:10.883902+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Aceptar (ganado) por parte del Brocker
588,Visado,2025-02-04 14:25:45.772550+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Visado
588,Revisión en emisión,2025-02-04 17:59:27.941594+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Revisión en emisión
588,Devolucion a comercial desde emisión,2025-02-06 21:10:04.645146+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Devolucion a comercial desde emisión
588,Revisión en emisión,2025-02-07 03:31:09.402777+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Revisión en emisión
588,Iniciar facturación,2025-02-07 11:42:47.332865+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Iniciar facturación
588,Generar Factura,2025-02-07 14:08:26.933740+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Generar Factura
588,Contabilizar Factura,2025-02-08 21:10:45.246041+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Contabilizar Factura
588,Generar poliza,2025-02-10 07:47:57.439709+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Generar poliza
588,Enviar factura electronica,2025-02-10 20:46:23.714319+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Enviar factura electronica
588,Respuesta SRI,2025-02-10 23:44:36.475597+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Respuesta SRI
588,Enviar poliza electronica,2025-02-11 10:54:05.777878+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Enviar poliza electronica
588,Firma poliza electronica por parte del cliente,2025-02-11 15:52:35.478305+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Firma poliza electronica por parte del cliente
588,Finalizar envio poliza y factura al cliente,2025-02-12 23:40:47.459556+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Finalizar envio poliza y factura al cliente
588,Finalizar proceso de emision,2025-02-13 17:59:18.894893+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Finalizar proceso de emision
588,Recepcion pago,2025-02-14 02:00:26.066093+00:00,Issuance,Branch 2,Pet Insurance,Johnny,Katie,Leslie,3900,050571,Recepcion pago
5717,Ingresar tramite,2025-03-12 13:27:09.174937+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Ingresar tramite
5717,Registrar PO,2025-03-13 20:49:33.267180+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Registrar PO
5717,Enviar a emision,2025-03-14 06:27:49.473678+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Enviar a emision
5717,Revisión en emisión,2025-03-16 06:36:33.935746+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Revisión en emisión
5717,Control de calidad documental,2025-03-16 11:55:55.076584+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Control de calidad documental
5717,Devolucion a emision de control de calidad,2025-03-16 19:26:11.532940+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Devolucion a emision de control de calidad
5717,Iniciar facturación,2025-03-17 12:13:39.571979+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Iniciar facturación
5717,Generar Factura,2025-03-17 16:23:21.445004+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Generar Factura
5717,Contabilizar Factura,2025-03-18 16:38:10.394920+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Contabilizar Factura
5717,Generar poliza,2025-03-19 00:45:02.255997+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Generar poliza
5717,Enviar factura electronica,2025-03-19 02:50:24.703233+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Enviar factura electronica
5717,Respuesta SRI,2025-03-19 03:34:57.360757+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Respuesta SRI
5717,Enviar poliza electronica,2025-03-19 11:27:55.597380+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Enviar poliza electronica
5717,Firma poliza electronica por parte del cliente,2025-03-20 09:49:26.351547+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Firma poliza electronica por parte del cliente
5717,Finalizar envio poliza y factura al cliente,2025-03-20 12:52:52.781765+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Finalizar envio poliza y factura al cliente
5717,Finalizar proceso de emision,2025-03-22 00:42:50.200429+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Finalizar proceso de emision
5717,Recepcion pago,2025-03-22 06:24:22.575562+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Recepcion pago
5717,Registro de compromiso,2025-03-23 02:15:04.488960+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Registro de compromiso
5717,Enviar a Revisión suscripción,2025-03-23 20:35:41.220937+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Enviar a Revisión suscripción
5717,Validar info enviada,2025-03-24 09:48:54.917107+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Validar info enviada
5717,Revisión en suscripción,2025-03-24 19:00:33.584919+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Revisión en suscripción
5717,Enviar a suscripcion local,2025-03-25 02:35:27.536381+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Enviar a suscripcion local
5717,Aprobar solicitud en suscripcion local,2025-03-25 21:46:20.458572+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Aprobar solicitud en suscripcion local
5717,Enviar respuesta al area comercial,2025-03-26 06:38:50.499832+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Enviar respuesta al area comercial
5717,Declinar por parte del Brocker,2025-03-26 11:04:56.041151+00:00,Policy onboarding,Branch 5,Aviation Insurance,Nolan,Regina,Derek,1300,033594,Declinar por parte del Brocker
7403,Registro de compromiso,2025-02-17 00:40:19.887758+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Registro de compromiso
7403,Enviar a Revisión suscripción,2025-02-17 05:05:47.414496+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Enviar a Revisión suscripción
7403,Revisión en suscripción,2025-02-17 16:04:52.804950+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Revisión en suscripción
7403,Realizar devolucion desde suscripcion,2025-02-17 22:43:55.856021+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Realizar devolucion desde suscripcion
7403,Enviar a Revisión suscripción,2025-02-18 00:12:47.402001+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Enviar a Revisión suscripción
7403,Validar info enviada,2025-02-18 13:19:48.679262+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Validar info enviada
7403,Revisión en suscripción,2025-02-18 19:30:57.008951+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Revisión en suscripción
7403,Realizar devolucion desde suscripcion,2025-02-20 16:02:20.563968+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Realizar devolucion desde suscripcion
7403,Enviar a Revisión suscripción,2025-02-20 17:23:24.770955+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Enviar a Revisión suscripción
7403,Revisión en suscripción,2025-02-20 22:12:33.163357+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Revisión en suscripción
7403,Enviar a suscripcion local,2025-02-21 06:49:42.408614+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Enviar a suscripcion local
7403,Aprobar solicitud en suscripcion local,2025-02-21 13:45:25.247960+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Aprobar solicitud en suscripcion local
7403,Enviar respuesta al area comercial,2025-02-21 23:37:28.095752+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Enviar respuesta al area comercial
7403,Aceptar (ganado) por parte del Brocker,2025-02-22 13:44:32.777201+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Aceptar (ganado) por parte del Brocker
7403,Visado,2025-02-22 19:01:37.630727+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Visado
7403,Revisión en emisión,2025-02-22 21:20:09.978263+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Revisión en emisión
7403,Iniciar facturación,2025-02-23 00:11:56.939945+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Iniciar facturación
7403,Generar Factura,2025-02-23 03:15:08.193634+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Generar Factura
7403,Contabilizar Factura,2025-02-23 05:27:13.651565+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Contabilizar Factura
7403,Generar poliza,2025-02-23 05:38:09.090224+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Generar poliza
7403,Enviar factura electronica,2025-02-23 10:03:43.871354+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Enviar factura electronica
7403,Respuesta SRI,2025-02-23 17:00:03.771934+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Respuesta SRI
7403,Enviar poliza electronica,2025-02-23 19:17:05.276814+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Enviar poliza electronica
7403,Firma poliza electronica por parte del cliente,2025-02-25 04:42:40.311821+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Firma poliza electronica por parte del cliente
7403,Finalizar envio poliza y factura al cliente,2025-02-26 05:28:58.396799+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Finalizar envio poliza y factura al cliente
7403,Devolucion a comercial (corregir informacion),2025-02-26 10:53:11.475152+00:00,Renewal,Branch 5,Aviation Insurance,Ashley,Florence,Ross,4600,058310,Devolucion a comercial (corregir informacion)
